dataset	accession	observation_key	target_a	target_b	pair_id	pair_fold	pair_cells	single_a_cells	single_b_cells	control_cells	target_a_cd4	target_b_cd4	cell_gate_pass	exclusion_reason
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CBX7|LINGO2|GSE221321	CBX7	LINGO2	CBX7|LINGO2|GSE221321	1	1	25	14	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CBX7|MAP3K7|GSE221321	CBX7	MAP3K7	CBX7|MAP3K7|GSE221321	5	1	25	14	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CBX7|MICB|GSE221321	CBX7	MICB	CBX7|MICB|GSE221321	5	1	25	15	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CBX7|NR1H3|GSE221321	CBX7	NR1H3	CBX7|NR1H3|GSE221321	2	1	25	15	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CBX7|RNGTT|GSE221321	CBX7	RNGTT	CBX7|RNGTT|GSE221321	2	1	25	18	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CBX7|SBDS|GSE221321	CBX7	SBDS	CBX7|SBDS|GSE221321	2	1	25	11	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CBX7|SLC39A7|GSE221321	CBX7	SLC39A7	CBX7|SLC39A7|GSE221321	1	1	25	10	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CBX7|SUOX|GSE221321	CBX7	SUOX	CBX7|SUOX|GSE221321	4	1	25	17	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CBX7|TLR6|GSE221321	CBX7	TLR6	CBX7|TLR6|GSE221321	4	1	25	12	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CBX7|ZCCHC11|GSE221321	CBX7	ZCCHC11	CBX7|ZCCHC11|GSE221321	2	1	25	14	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CBX7|ZNF384|GSE221321	CBX7	ZNF384	CBX7|ZNF384|GSE221321	2	1	25	18	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC174|CTSZ|GSE221321	CCDC174	CTSZ	CCDC174|CTSZ|GSE221321	3	1	12	6	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC174|G6PC3|GSE221321	CCDC174	G6PC3	CCDC174|G6PC3|GSE221321	1	1	12	22	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC174|KMT2D|GSE221321	CCDC174	KMT2D	CCDC174|KMT2D|GSE221321	4	1	12	17	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC174|KRAS|GSE221321	CCDC174	KRAS	CCDC174|KRAS|GSE221321	2	2	12	20	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC174|LRP1B|GSE221321	CCDC174	LRP1B	CCDC174|LRP1B|GSE221321	4	1	12	21	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC174|MBL2|GSE221321	CCDC174	MBL2	CCDC174|MBL2|GSE221321	4	1	12	19	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC174|MEF2A|GSE221321	CCDC174	MEF2A	CCDC174|MEF2A|GSE221321	5	1	12	11	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC174|RIPK2|GSE221321	CCDC174	RIPK2	CCDC174|RIPK2|GSE221321	1	1	12	18	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC174|UBE2F|GSE221321	CCDC174	UBE2F	CCDC174|UBE2F|GSE221321	4	1	12	24	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|DHX15|GSE221321	CCDC22	DHX15	CCDC22|DHX15|GSE221321	4	1	22	8	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|GOT1|GSE221321	CCDC22	GOT1	CCDC22|GOT1|GSE221321	3	1	22	19	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|GPSM3|GSE221321	CCDC22	GPSM3	CCDC22|GPSM3|GSE221321	1	1	22	19	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|IFNGR2|GSE221321	CCDC22	IFNGR2	CCDC22|IFNGR2|GSE221321	4	1	22	16	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|IL15RA|GSE221321	CCDC22	IL15RA	CCDC22|IL15RA|GSE221321	4	1	22	17	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|IRAK1|GSE221321	CCDC22	IRAK1	CCDC22|IRAK1|GSE221321	3	1	22	12	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|IRF1|GSE221321	CCDC22	IRF1	CCDC22|IRF1|GSE221321	4	1	22	13	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|JUN|GSE221321	CCDC22	JUN	CCDC22|JUN|GSE221321	3	1	22	19	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|KIDINS220|GSE221321	CCDC22	KIDINS220	CCDC22|KIDINS220|GSE221321	4	1	22	13	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|LACC1|GSE221321	CCDC22	LACC1	CCDC22|LACC1|GSE221321	1	1	22	20	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|RASSF1|GSE221321	CCDC22	RASSF1	CCDC22|RASSF1|GSE221321	5	1	22	22	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|RDH14|GSE221321	CCDC22	RDH14	CCDC22|RDH14|GSE221321	4	1	22	15	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|SLC37A4|GSE221321	CCDC22	SLC37A4	CCDC22|SLC37A4|GSE221321	5	1	22	19	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|TIRAP|GSE221321	CCDC22	TIRAP	CCDC22|TIRAP|GSE221321	3	1	22	12	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|TNFSF11|GSE221321	CCDC22	TNFSF11	CCDC22|TNFSF11|GSE221321	4	1	22	14	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|TRAF2|GSE221321	CCDC22	TRAF2	CCDC22|TRAF2|GSE221321	4	1	22	7	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|TRAF6|GSE221321	CCDC22	TRAF6	CCDC22|TRAF6|GSE221321	1	1	22	22	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|VAMP1|GSE221321	CCDC22	VAMP1	CCDC22|VAMP1|GSE221321	1	1	22	20	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC22|ZNF384|GSE221321	CCDC22	ZNF384	CCDC22|ZNF384|GSE221321	3	1	22	18	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC88B|CIITA|GSE221321	CCDC88B	CIITA	CCDC88B|CIITA|GSE221321	5	1	8	23	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC88B|HLA-E|GSE221321	CCDC88B	HLA-E	CCDC88B|HLA-E|GSE221321	2	1	8	11	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC88B|HLA-J|GSE221321	CCDC88B	HLA-J	CCDC88B|HLA-J|GSE221321	4	1	8	16	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC88B|IL12B|GSE221321	CCDC88B	IL12B	CCDC88B|IL12B|GSE221321	1	1	8	15	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC88B|MAP3K14|GSE221321	CCDC88B	MAP3K14	CCDC88B|MAP3K14|GSE221321	5	1	8	18	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC88B|NSF|GSE221321	CCDC88B	NSF	CCDC88B|NSF|GSE221321	5	1	8	15	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC88B|PPP2R1A|GSE221321	CCDC88B	PPP2R1A	CCDC88B|PPP2R1A|GSE221321	3	1	8	13	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC88B|PSMB8-AS1|GSE221321	CCDC88B	PSMB8-AS1	CCDC88B|PSMB8-AS1|GSE221321	1	1	8	20	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC88B|SFPQ|GSE221321	CCDC88B	SFPQ	CCDC88B|SFPQ|GSE221321	5	1	8	8	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC88B|SLC26A4|GSE221321	CCDC88B	SLC26A4	CCDC88B|SLC26A4|GSE221321	5	2	8	15	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC88B|STAT2|GSE221321	CCDC88B	STAT2	CCDC88B|STAT2|GSE221321	2	1	8	16	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC88B|TBK1|GSE221321	CCDC88B	TBK1	CCDC88B|TBK1|GSE221321	3	1	8	20	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC88B|TNFRSF11A|GSE221321	CCDC88B	TNFRSF11A	CCDC88B|TNFRSF11A|GSE221321	3	1	8	18	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCDC88B|WAS|GSE221321	CCDC88B	WAS	CCDC88B|WAS|GSE221321	3	1	8	20	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCL2|CEBPG|GSE221321	CCL2	CEBPG	CCL2|CEBPG|GSE221321	4	1	8	21	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCL2|CSGALNACT1|GSE221321	CCL2	CSGALNACT1	CCL2|CSGALNACT1|GSE221321	5	1	8	16	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCL2|CTCF|GSE221321	CCL2	CTCF	CCL2|CTCF|GSE221321	2	1	8	18	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCL2|DLG5-AS1|GSE221321	CCL2	DLG5-AS1	CCL2|DLG5-AS1|GSE221321	2	1	8	6	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCL2|IKBKB|GSE221321	CCL2	IKBKB	CCL2|IKBKB|GSE221321	4	1	8	10	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCL2|KIF15|GSE221321	CCL2	KIF15	CCL2|KIF15|GSE221321	4	1	8	12	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCL2|KSR1|GSE221321	CCL2	KSR1	CCL2|KSR1|GSE221321	3	1	8	16	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCL2|NAAA|GSE221321	CCL2	NAAA	CCL2|NAAA|GSE221321	1	1	8	18	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCL2|NSF|GSE221321	CCL2	NSF	CCL2|NSF|GSE221321	5	1	8	15	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCL2|PPP1R10|GSE221321	CCL2	PPP1R10	CCL2|PPP1R10|GSE221321	4	1	8	5	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCL2|RFWD2|GSE221321	CCL2	RFWD2	CCL2|RFWD2|GSE221321	5	1	8	9	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCL2|SPIRE1|GSE221321	CCL2	SPIRE1	CCL2|SPIRE1|GSE221321	4	1	8	17	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCL2|TTC33|GSE221321	CCL2	TTC33	CCL2|TTC33|GSE221321	2	1	8	13	476	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCL2|VCAN|GSE221321	CCL2	VCAN	CCL2|VCAN|GSE221321	3	1	8	15	476	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCNG1|CTCF|GSE221321	CCNG1	CTCF	CCNG1|CTCF|GSE221321	3	1	21	18	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCNG1|DAD1|GSE221321	CCNG1	DAD1	CCNG1|DAD1|GSE221321	4	1	21	23	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCNG1|DDAH2|GSE221321	CCNG1	DDAH2	CCNG1|DDAH2|GSE221321	5	1	21	12	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCNG1|DLEC1|GSE221321	CCNG1	DLEC1	CCNG1|DLEC1|GSE221321	1	1	21	20	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCNG1|DSG1|GSE221321	CCNG1	DSG1	CCNG1|DSG1|GSE221321	5	1	21	9	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCNG1|EHMT2|GSE221321	CCNG1	EHMT2	CCNG1|EHMT2|GSE221321	4	2	21	16	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCNG1|FCGR2B|GSE221321	CCNG1	FCGR2B	CCNG1|FCGR2B|GSE221321	1	1	21	8	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCNG1|IER3|GSE221321	CCNG1	IER3	CCNG1|IER3|GSE221321	5	1	21	18	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCNG1|IFI30|GSE221321	CCNG1	IFI30	CCNG1|IFI30|GSE221321	4	1	21	14	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCNG1|IRF5|GSE221321	CCNG1	IRF5	CCNG1|IRF5|GSE221321	2	1	21	20	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCNG1|ITGB2|GSE221321	CCNG1	ITGB2	CCNG1|ITGB2|GSE221321	3	1	21	22	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCNG1|LEO1|GSE221321	CCNG1	LEO1	CCNG1|LEO1|GSE221321	5	1	21	14	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCNG1|MEF2C|GSE221321	CCNG1	MEF2C	CCNG1|MEF2C|GSE221321	5	1	21	17	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCNG1|NCOA5|GSE221321	CCNG1	NCOA5	CCNG1|NCOA5|GSE221321	4	1	21	10	476	True	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
YaoCleary2023_KD_guide_pooled	GSE221321	YaoCleary2023_KD_guide_pooled|CCNG1|NFYC-AS1|GSE221321	CCNG1	NFYC-AS1	CCNG1|NFYC-AS1|GSE221321	3	1	21	20	476	True	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells;component_b_fewer_than_50_single_cells;fewer_than_500_control_cells
