dataset	accession	observation_key	target_a	target_b	pair_id	pair_fold	pair_cells	single_a_cells	single_b_cells	control_cells	target_a_cd4	target_b_cd4	cell_gate_pass	exclusion_reason
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|PCBP2|GSE208240	G3BP2	PCBP2	G3BP2|PCBP2|GSE208240	4	1	175	73	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|PPIA|GSE208240	G3BP2	PPIA	G3BP2|PPIA|GSE208240	4	3	175	218	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|PPIG|GSE208240	G3BP2	PPIG	G3BP2|PPIG|GSE208240	5	2	175	69	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|PRKCI|GSE208240	G3BP2	PRKCI	G3BP2|PRKCI|GSE208240	3	2	175	149	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|RAE1|GSE208240	G3BP2	RAE1	G3BP2|RAE1|GSE208240	2	1	175	33	3536	True	False	False	fewer_than_50_pair_cells;component_b_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|RELA|GSE208240	G3BP2	RELA	G3BP2|RELA|GSE208240	4	2	175	162	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|RELB|GSE208240	G3BP2	RELB	G3BP2|RELB|GSE208240	5	1	175	329	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|RIPK1|GSE208240	G3BP2	RIPK1	G3BP2|RIPK1|GSE208240	1	5	175	234	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|RNF41|GSE208240	G3BP2	RNF41	G3BP2|RNF41|GSE208240	2	3	175	145	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|RTN4|GSE208240	G3BP2	RTN4	G3BP2|RTN4|GSE208240	5	4	175	225	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|SCAP|GSE208240	G3BP2	SCAP	G3BP2|SCAP|GSE208240	2	1	175	135	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|SCARB1|GSE208240	G3BP2	SCARB1	G3BP2|SCARB1|GSE208240	3	3	175	78	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|SIGMAR1|GSE208240	G3BP2	SIGMAR1	G3BP2|SIGMAR1|GSE208240	2	3	175	290	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|SKIV2L|GSE208240	G3BP2	SKIV2L	G3BP2|SKIV2L|GSE208240	2	1	175	48	3536	True	False	False	fewer_than_50_pair_cells;component_b_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|SLC35B2|GSE208240	G3BP2	SLC35B2	G3BP2|SLC35B2|GSE208240	5	3	175	142	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|SMOC1|GSE208240	G3BP2	SMOC1	G3BP2|SMOC1|GSE208240	3	2	175	171	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|SPNS1|GSE208240	G3BP2	SPNS1	G3BP2|SPNS1|GSE208240	2	2	175	254	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|SREBF1|GSE208240	G3BP2	SREBF1	G3BP2|SREBF1|GSE208240	4	1	175	41	3536	True	False	False	fewer_than_50_pair_cells;component_b_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|STAT2|GSE208240	G3BP2	STAT2	G3BP2|STAT2|GSE208240	1	5	175	213	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|STK16|GSE208240	G3BP2	STK16	G3BP2|STK16|GSE208240	3	4	175	226	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|STX5|GSE208240	G3BP2	STX5	G3BP2|STX5|GSE208240	1	1	175	52	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|TCEB1|GSE208240	G3BP2	TCEB1	G3BP2|TCEB1|GSE208240	2	4	175	85	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|TICAM1|GSE208240	G3BP2	TICAM1	G3BP2|TICAM1|GSE208240	1	1	175	154	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|TLR3|GSE208240	G3BP2	TLR3	G3BP2|TLR3|GSE208240	3	2	175	107	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|TMEM106B|GSE208240	G3BP2	TMEM106B	G3BP2|TMEM106B|GSE208240	4	1	175	672	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|TMEM41B|GSE208240	G3BP2	TMEM41B	G3BP2|TMEM41B|GSE208240	2	2	175	135	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|TMEM97|GSE208240	G3BP2	TMEM97	G3BP2|TMEM97|GSE208240	3	4	175	239	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|TMPRSS2|GSE208240	G3BP2	TMPRSS2	G3BP2|TMPRSS2|GSE208240	4	4	175	371	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|TOLLIP|GSE208240	G3BP2	TOLLIP	G3BP2|TOLLIP|GSE208240	2	3	175	154	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|TRMT1|GSE208240	G3BP2	TRMT1	G3BP2|TRMT1|GSE208240	3	2	175	255	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|TTC37|GSE208240	G3BP2	TTC37	G3BP2|TTC37|GSE208240	2	3	175	158	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|TYK2|GSE208240	G3BP2	TYK2	G3BP2|TYK2|GSE208240	3	2	175	156	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|TYRO3|GSE208240	G3BP2	TYRO3	G3BP2|TYRO3|GSE208240	3	3	175	159	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|USO1|GSE208240	G3BP2	USO1	G3BP2|USO1|GSE208240	1	3	175	116	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|UVRAG|GSE208240	G3BP2	UVRAG	G3BP2|UVRAG|GSE208240	1	1	175	33	3536	True	False	False	fewer_than_50_pair_cells;component_b_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|VAC14|GSE208240	G3BP2	VAC14	G3BP2|VAC14|GSE208240	2	2	175	826	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|VPS11|GSE208240	G3BP2	VPS11	G3BP2|VPS11|GSE208240	3	1	175	43	3536	True	True	False	fewer_than_50_pair_cells;component_b_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|VPS39|GSE208240	G3BP2	VPS39	G3BP2|VPS39|GSE208240	5	1	175	105	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|WDR61|GSE208240	G3BP2	WDR61	G3BP2|WDR61|GSE208240	3	1	175	108	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|XBP1|GSE208240	G3BP2	XBP1	G3BP2|XBP1|GSE208240	5	2	175	168	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|ZDHHC5|GSE208240	G3BP2	ZDHHC5	G3BP2|ZDHHC5|GSE208240	3	2	175	268	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|G3BP2|ZYG11B|GSE208240	G3BP2	ZYG11B	G3BP2|ZYG11B|GSE208240	4	1	175	181	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GBF1|IFNAR2|GSE208240	GBF1	IFNAR2	GBF1|IFNAR2|GSE208240	4	1	8	272	3536	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GBF1|IRF9|GSE208240	GBF1	IRF9	GBF1|IRF9|GSE208240	3	1	8	195	3536	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GBF1|MAPK8|GSE208240	GBF1	MAPK8	GBF1|MAPK8|GSE208240	5	2	8	212	3536	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GBF1|MYD88|GSE208240	GBF1	MYD88	GBF1|MYD88|GSE208240	4	1	8	147	3536	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GBF1|PRKCI|GSE208240	GBF1	PRKCI	GBF1|PRKCI|GSE208240	5	2	8	149	3536	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GBF1|RAB7A|GSE208240	GBF1	RAB7A	GBF1|RAB7A|GSE208240	5	1	8	85	3536	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GBF1|RELB|GSE208240	GBF1	RELB	GBF1|RELB|GSE208240	1	1	8	329	3536	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GBF1|SGTA|GSE208240	GBF1	SGTA	GBF1|SGTA|GSE208240	4	1	8	171	3536	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GBF1|SMAD3|GSE208240	GBF1	SMAD3	GBF1|SMAD3|GSE208240	3	1	8	154	3536	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GBF1|STX5|GSE208240	GBF1	STX5	GBF1|STX5|GSE208240	3	1	8	52	3536	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GBF1|TLE1|GSE208240	GBF1	TLE1	GBF1|TLE1|GSE208240	2	1	8	99	3536	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GBF1|TMPRSS2|GSE208240	GBF1	TMPRSS2	GBF1|TMPRSS2|GSE208240	4	2	8	371	3536	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GBF1|TTC37|GSE208240	GBF1	TTC37	GBF1|TTC37|GSE208240	5	2	8	158	3536	False	False	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GBF1|VAC14|GSE208240	GBF1	VAC14	GBF1|VAC14|GSE208240	5	1	8	826	3536	False	True	False	fewer_than_50_pair_cells;component_a_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|IFNAR1|GSE208240	GOLGA7	IFNAR1	GOLGA7|IFNAR1|GSE208240	5	1	111	242	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|IFNAR2|GSE208240	GOLGA7	IFNAR2	GOLGA7|IFNAR2|GSE208240	4	4	111	272	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|IRF3|GSE208240	GOLGA7	IRF3	GOLGA7|IRF3|GSE208240	5	1	111	137	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|IRF9|GSE208240	GOLGA7	IRF9	GOLGA7|IRF9|GSE208240	2	3	111	195	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|ISG15|GSE208240	GOLGA7	ISG15	GOLGA7|ISG15|GSE208240	2	1	111	97	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|KEAP1|GSE208240	GOLGA7	KEAP1	GOLGA7|KEAP1|GSE208240	5	2	111	202	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|KPNA2|GSE208240	GOLGA7	KPNA2	GOLGA7|KPNA2|GSE208240	3	3	111	157	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|LARP1|GSE208240	GOLGA7	LARP1	GOLGA7|LARP1|GSE208240	4	1	111	182	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|LDLR|GSE208240	GOLGA7	LDLR	GOLGA7|LDLR|GSE208240	1	1	111	700	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|LY6E|GSE208240	GOLGA7	LY6E	GOLGA7|LY6E|GSE208240	3	1	111	163	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|MAPK8|GSE208240	GOLGA7	MAPK8	GOLGA7|MAPK8|GSE208240	1	1	111	212	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|MBTPS2|GSE208240	GOLGA7	MBTPS2	GOLGA7|MBTPS2|GSE208240	1	4	111	607	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|MEPCE|GSE208240	GOLGA7	MEPCE	GOLGA7|MEPCE|GSE208240	2	2	111	147	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|MIB1|GSE208240	GOLGA7	MIB1	GOLGA7|MIB1|GSE208240	5	2	111	118	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|MYD88|GSE208240	GOLGA7	MYD88	GOLGA7|MYD88|GSE208240	3	1	111	147	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|NFKBIA|GSE208240	GOLGA7	NFKBIA	GOLGA7|NFKBIA|GSE208240	2	2	111	187	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|NLRX1|GSE208240	GOLGA7	NLRX1	GOLGA7|NLRX1|GSE208240	2	4	111	137	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|PABPC1|GSE208240	GOLGA7	PABPC1	GOLGA7|PABPC1|GSE208240	2	1	111	28	3536	True	False	False	fewer_than_50_pair_cells;component_b_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|PCBP1|GSE208240	GOLGA7	PCBP1	GOLGA7|PCBP1|GSE208240	1	1	111	41	3536	True	False	False	fewer_than_50_pair_cells;component_b_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|PCBP2|GSE208240	GOLGA7	PCBP2	GOLGA7|PCBP2|GSE208240	3	3	111	73	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|PPIA|GSE208240	GOLGA7	PPIA	GOLGA7|PPIA|GSE208240	4	1	111	218	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|PRKCI|GSE208240	GOLGA7	PRKCI	GOLGA7|PRKCI|GSE208240	4	1	111	149	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|RAB7A|GSE208240	GOLGA7	RAB7A	GOLGA7|RAB7A|GSE208240	4	2	111	85	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|RAE1|GSE208240	GOLGA7	RAE1	GOLGA7|RAE1|GSE208240	2	1	111	33	3536	True	False	False	fewer_than_50_pair_cells;component_b_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|RB1CC1|GSE208240	GOLGA7	RB1CC1	GOLGA7|RB1CC1|GSE208240	3	1	111	172	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|RELA|GSE208240	GOLGA7	RELA	GOLGA7|RELA|GSE208240	4	1	111	162	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|RELB|GSE208240	GOLGA7	RELB	GOLGA7|RELB|GSE208240	3	4	111	329	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|RIPK1|GSE208240	GOLGA7	RIPK1	GOLGA7|RIPK1|GSE208240	1	2	111	234	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|RNF41|GSE208240	GOLGA7	RNF41	GOLGA7|RNF41|GSE208240	4	1	111	145	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|SCARB1|GSE208240	GOLGA7	SCARB1	GOLGA7|SCARB1|GSE208240	5	3	111	78	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|SGTA|GSE208240	GOLGA7	SGTA	GOLGA7|SGTA|GSE208240	4	1	111	171	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|SIGMAR1|GSE208240	GOLGA7	SIGMAR1	GOLGA7|SIGMAR1|GSE208240	1	2	111	290	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|SKIV2L|GSE208240	GOLGA7	SKIV2L	GOLGA7|SKIV2L|GSE208240	1	1	111	48	3536	True	False	False	fewer_than_50_pair_cells;component_b_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|SLC35B2|GSE208240	GOLGA7	SLC35B2	GOLGA7|SLC35B2|GSE208240	5	2	111	142	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|SMAD3|GSE208240	GOLGA7	SMAD3	GOLGA7|SMAD3|GSE208240	1	1	111	154	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|SMOC1|GSE208240	GOLGA7	SMOC1	GOLGA7|SMOC1|GSE208240	5	3	111	171	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|SPNS1|GSE208240	GOLGA7	SPNS1	GOLGA7|SPNS1|GSE208240	5	2	111	254	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|SREBF1|GSE208240	GOLGA7	SREBF1	GOLGA7|SREBF1|GSE208240	3	1	111	41	3536	True	False	False	fewer_than_50_pair_cells;component_b_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|SRP54|GSE208240	GOLGA7	SRP54	GOLGA7|SRP54|GSE208240	3	2	111	48	3536	True	True	False	fewer_than_50_pair_cells;component_b_fewer_than_50_single_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|STK16|GSE208240	GOLGA7	STK16	GOLGA7|STK16|GSE208240	3	3	111	226	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|STX5|GSE208240	GOLGA7	STX5	GOLGA7|STX5|GSE208240	2	3	111	52	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|TBKBP1|GSE208240	GOLGA7	TBKBP1	GOLGA7|TBKBP1|GSE208240	5	1	111	53	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|TCEB1|GSE208240	GOLGA7	TCEB1	GOLGA7|TCEB1|GSE208240	1	4	111	85	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|TCEB2|GSE208240	GOLGA7	TCEB2	GOLGA7|TCEB2|GSE208240	4	1	111	84	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|TLE1|GSE208240	GOLGA7	TLE1	GOLGA7|TLE1|GSE208240	1	3	111	99	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|TLE3|GSE208240	GOLGA7	TLE3	GOLGA7|TLE3|GSE208240	1	2	111	164	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|TMEM106B|GSE208240	GOLGA7	TMEM106B	GOLGA7|TMEM106B|GSE208240	5	4	111	672	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|TMEM41B|GSE208240	GOLGA7	TMEM41B	GOLGA7|TMEM41B|GSE208240	2	2	111	135	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|TMEM97|GSE208240	GOLGA7	TMEM97	GOLGA7|TMEM97|GSE208240	2	1	111	239	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|TMPRSS2|GSE208240	GOLGA7	TMPRSS2	GOLGA7|TMPRSS2|GSE208240	3	3	111	371	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|TOLLIP|GSE208240	GOLGA7	TOLLIP	GOLGA7|TOLLIP|GSE208240	1	2	111	154	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|TOM1|GSE208240	GOLGA7	TOM1	GOLGA7|TOM1|GSE208240	4	2	111	428	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|TRIM59|GSE208240	GOLGA7	TRIM59	GOLGA7|TRIM59|GSE208240	3	2	111	147	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|TRMT1|GSE208240	GOLGA7	TRMT1	GOLGA7|TRMT1|GSE208240	3	4	111	255	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|TYRO3|GSE208240	GOLGA7	TYRO3	GOLGA7|TYRO3|GSE208240	4	3	111	159	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|USO1|GSE208240	GOLGA7	USO1	GOLGA7|USO1|GSE208240	4	3	111	116	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|VAC14|GSE208240	GOLGA7	VAC14	GOLGA7|VAC14|GSE208240	4	2	111	826	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|VPS39|GSE208240	GOLGA7	VPS39	GOLGA7|VPS39|GSE208240	1	2	111	105	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|WDR61|GSE208240	GOLGA7	WDR61	GOLGA7|WDR61|GSE208240	5	4	111	108	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|XBP1|GSE208240	GOLGA7	XBP1	GOLGA7|XBP1|GSE208240	2	2	111	168	3536	True	True	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|ZCRB1|GSE208240	GOLGA7	ZCRB1	GOLGA7|ZCRB1|GSE208240	5	1	111	171	3536	True	False	False	fewer_than_50_pair_cells
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|ZDHHC5|GSE208240	GOLGA7	ZDHHC5	GOLGA7|ZDHHC5|GSE208240	4	127	111	268	3536	True	True	True	
SunshineHein2023	GSE208240	SunshineHein2023|GOLGA7|ZYG11B|GSE208240	GOLGA7	ZYG11B	GOLGA7|ZYG11B|GSE208240	2	2	111	181	3536	True	True	False	fewer_than_50_pair_cells
