replicate,r2,status
931,-0.13510639586833162,ok
932,-0.09318206585332178,ok
933,-0.13517958674477115,ok
934,-0.044031661983840564,ok
935,-0.12044137964502788,ok
936,-0.035493732500029296,ok
937,-0.07251249820316485,ok
938,-0.09097533746515185,ok
939,-0.0801252961606378,ok
940,-0.13383246360768508,ok
941,-0.12318183087662682,ok
942,-0.05339916731960881,ok
943,-0.1084764629876267,ok
944,-0.10018706287371315,ok
945,-0.07686703137022066,ok
946,-0.052723504797015375,ok
947,-0.13864251112162895,ok
948,-0.09883648483950802,ok
949,-0.10583298608434921,ok
950,-0.13775552674078884,ok
951,-0.1037804393845081,ok
952,-0.10132098748850082,ok
953,-0.11279723655732554,ok
954,-0.08520991771205444,ok
955,-0.1269507232967897,ok
956,-0.068865401770835,ok
957,-0.12362690390597897,ok
958,-0.09335442756790147,ok
959,-0.1136373867803897,ok
960,-0.08798081043365413,ok
961,-0.0756011428597052,ok
962,-0.0726696270229612,ok
963,-0.10453972611683571,ok
964,-0.11238818548345764,ok
965,-0.15561049370838131,ok
966,-0.1553674426516396,ok
967,-0.11161552467668012,ok
968,-0.11007074240456438,ok
969,-0.1490513045131494,ok
970,-0.08013573293504828,ok
971,-0.10219907280828089,ok
972,-0.09137057037956176,ok
973,-0.12791215805861755,ok
974,-0.09198086506470404,ok
975,-0.1215071505326828,ok
976,-0.11611401678356326,ok
977,-0.09129560469956965,ok
978,-0.054901747164484815,ok
979,-0.14384196089056034,ok
980,-0.07380427513626131,ok
981,-0.08322454116375422,ok
982,-0.12503368567734574,ok
983,-0.028943332324114834,ok
984,-0.1126967966547634,ok
985,-0.08794198010229426,ok
986,-0.08422819346749955,ok
987,-0.1159517476458094,ok
988,-0.11114718384871636,ok
989,-0.10385467529375858,ok
990,-0.10267703263751149,ok
991,-0.11236226041473318,ok
992,-0.07641886619675597,ok
993,-0.09516354171957597,ok
994,-0.06911227987020974,ok
995,-0.08707911974387983,ok
996,-0.11795128110539199,ok
997,-0.08941025842810868,ok
998,-0.052060815952541084,ok
999,-0.11782005206954205,ok
1000,-0.061772542412700915,ok
