replicate,delta_r2,observed_delta
598,0.09063564439861715,0.0352320913883896
599,0.06742737362338658,0.0352320913883896
600,0.09241648809796776,0.0352320913883896
601,0.0900895928657337,0.0352320913883896
602,0.0769116500056296,0.0352320913883896
603,0.09175436232705625,0.0352320913883896
604,0.007235931115509353,0.0352320913883896
605,0.06997332012746005,0.0352320913883896
606,0.09990740039934587,0.0352320913883896
607,0.057300301492489214,0.0352320913883896
608,0.015985395700690685,0.0352320913883896
609,0.08791073712042508,0.0352320913883896
610,0.027352896242457625,0.0352320913883896
611,0.024202947442658496,0.0352320913883896
612,0.046018675634464934,0.0352320913883896
613,0.07534634462927436,0.0352320913883896
614,0.0612828127402385,0.0352320913883896
615,0.12420593192309914,0.0352320913883896
616,0.05577496862568332,0.0352320913883896
617,0.13193071053060723,0.0352320913883896
618,0.05383178790581744,0.0352320913883896
619,0.11270795880771278,0.0352320913883896
620,0.10312902503890642,0.0352320913883896
621,0.10757558546916057,0.0352320913883896
622,0.10211241858957598,0.0352320913883896
623,0.04567371509106477,0.0352320913883896
624,0.012972469539749842,0.0352320913883896
625,-0.0866219718962602,0.0352320913883896
626,0.08872169544658859,0.0352320913883896
627,0.12181719212097197,0.0352320913883896
628,0.06742525492598561,0.0352320913883896
629,0.1010988799943412,0.0352320913883896
630,0.07266843281938684,0.0352320913883896
631,0.12099644000027843,0.0352320913883896
632,0.10131028504013595,0.0352320913883896
633,0.12081572059741319,0.0352320913883896
634,0.06553445607520703,0.0352320913883896
635,0.0874251131917656,0.0352320913883896
636,0.10400370665494074,0.0352320913883896
637,0.09498350365921426,0.0352320913883896
638,0.06772799587822342,0.0352320913883896
639,0.07991187476033357,0.0352320913883896
640,0.06519590333267256,0.0352320913883896
641,0.11673843481684787,0.0352320913883896
642,-0.06399824249484998,0.0352320913883896
643,0.0391748341650191,0.0352320913883896
644,0.0877657657474109,0.0352320913883896
645,0.04772083914649927,0.0352320913883896
646,0.084455251515414,0.0352320913883896
647,0.052737730869018784,0.0352320913883896
648,0.06877524120969325,0.0352320913883896
649,0.060395097800345465,0.0352320913883896
650,0.058048723793342805,0.0352320913883896
651,0.07656210316160128,0.0352320913883896
652,0.0999825752873964,0.0352320913883896
653,0.014553239766191717,0.0352320913883896
654,0.0664302736297564,0.0352320913883896
655,0.12219814252757466,0.0352320913883896
656,0.03749161978881199,0.0352320913883896
657,0.011505501371488758,0.0352320913883896
658,0.039483764699272395,0.0352320913883896
659,0.023752481636788447,0.0352320913883896
660,0.07056348810213753,0.0352320913883896
661,0.11414754057109233,0.0352320913883896
662,0.04574559484180141,0.0352320913883896
663,0.0460839679593692,0.0352320913883896
664,0.11615392226165044,0.0352320913883896
665,-0.0714749416232876,0.0352320913883896
666,0.04381765841343621,0.0352320913883896
667,0.03438424652233074,0.0352320913883896
668,0.04429985125689195,0.0352320913883896
669,0.10542386500244194,0.0352320913883896
670,0.014341285012175464,0.0352320913883896
671,0.0812809427055794,0.0352320913883896
672,0.044384176893563665,0.0352320913883896
673,0.13653966852752542,0.0352320913883896
674,0.0627342676887791,0.0352320913883896
675,0.10053852925498241,0.0352320913883896
676,-0.0038278828900875084,0.0352320913883896
677,0.0933214294069683,0.0352320913883896
678,0.06331712814765156,0.0352320913883896
679,0.11535289365374057,0.0352320913883896
680,0.06157425001410499,0.0352320913883896
681,0.07797882043049209,0.0352320913883896
682,0.05032944121860017,0.0352320913883896
683,0.04141497536947092,0.0352320913883896
684,0.059337382533811045,0.0352320913883896
685,0.07317070023155303,0.0352320913883896
686,0.0921469977615309,0.0352320913883896
687,0.10095224760112187,0.0352320913883896
688,0.05906027788815327,0.0352320913883896
689,0.038827886489786634,0.0352320913883896
690,0.10140816526361529,0.0352320913883896
691,0.12877555342929214,0.0352320913883896
692,0.0603547083310757,0.0352320913883896
693,0.060327425682539904,0.0352320913883896
