state	model	target	target_position	score	log_normalizer	true_probability	information_nats	inverse_temperature
Stim48hr	RNA_fingerprint_cosine	CCDC127	549	0.06827355583061258	10.469826453173217	5.6172070270724376e-05	-1.3979583735183727	10.0
Stim48hr	RNA_fingerprint_cosine	CKAP4	733	0.2280642191584702	11.793073555126483	7.392707944220702e-05	-1.123298842193062	10.0
Stim48hr	RNA_fingerprint_cosine	DAPK3	916	0.0	8.389132521348719	0.00022732439190725184	0.0	10.0
Stim48hr	RNA_fingerprint_cosine	EEF2K	1099	-0.002115389969057653	9.237510447792083	9.528250450912178e-05	-0.8695318261339402	10.0
Stim48hr	RNA_fingerprint_cosine	FDXR	1282	3.131701930109909e-05	8.39752873593473	0.00022549432497601097	-0.00808304439300045	10.0
Stim48hr	RNA_fingerprint_cosine	GPR15	1466	0.3037576247330895	9.112515400545169	0.002299786116460782	2.314193368134445	10.0
Stim48hr	RNA_fingerprint_cosine	IFI44L	1649	0.0	8.389132521348719	0.00022732439190725184	0.0	10.0
Stim48hr	RNA_fingerprint_cosine	KMT5B	1832	0.4753548309228248	8.46846670051999	0.024357428812217766	4.674214130056978	10.0
Stim48hr	RNA_fingerprint_cosine	MARCHF8	2015	0.1569238721368855	9.60970321041719	0.000322159275905216	0.34866803230038457	10.0
Stim48hr	RNA_fingerprint_cosine	MYO1C	2199	-0.0005614897960854131	8.392827623243523	0.00022521782314458726	-0.009309999855657836	10.0
Stim48hr	RNA_fingerprint_cosine	NUDT16L1	2382	-0.0014970070718428059	10.54797849661444	2.5856499240036292e-05	-2.1738160459841502	10.0
Stim48hr	RNA_fingerprint_cosine	PHF3	2565	0.20835540095876634	8.472827325667954	0.0016794762064092777	1.9998592052684288	10.0
Stim48hr	RNA_fingerprint_cosine	PRKCI	2748	0.0	8.389132521348719	0.00022732439190725184	0.0	10.0
Stim48hr	RNA_fingerprint_cosine	RDH10	2932	0.0013821305983722993	8.553113158552032	0.00019562874510071362	-0.15015933121958902	10.0
Stim48hr	RNA_fingerprint_cosine	SEC23IP	3115	0.0	8.389132521348719	0.00022732439190725184	0.0	10.0
Stim48hr	RNA_fingerprint_cosine	SLC66A2	3298	0.0	8.389132521348719	0.00022732439190725184	0.0	10.0
Stim48hr	RNA_fingerprint_cosine	STX2	3481	0.0	8.51314190905907	0.0002008118999789953	-0.12400938771035186	10.0
Stim48hr	RNA_fingerprint_cosine	TMEM141	3665	0.0	8.389132521348719	0.00022732439190725184	0.0	10.0
Stim48hr	RNA_fingerprint_cosine	TSPYL1	3848	0.0030973827395103797	8.405366336699544	0.0002306999731188665	0.014740012044278217	10.0
Stim48hr	RNA_fingerprint_cosine	VKORC1	4031	0.7468166200658176	9.202832516520733	0.17645907205675915	6.6544662054861625	10.0
Stim48hr	RNA_fingerprint_cosine	ZNF148	4214	0.5063523614070486	8.437651060689882	0.03424798847623821	5.0150050747293236	10.0
Stim48hr	RNA_fingerprint_cosine	ZYX	4398	0.0	8.389132521348719	0.00022732439190725184	0.0	10.0
Stim48hr	frozen_module_decoder	AACS	0	-0.09599252741621819	8.602736528615807	0.00013766131743034394	-0.5015815895157427	3.0
Stim48hr	frozen_module_decoder	AP1S3	183	0.0	8.599465590435859	0.00018420420785892925	-0.2103330690871399	3.0
Stim48hr	frozen_module_decoder	BATF3	366	0.41185523244184563	8.53336505192788	0.0006770270334541423	1.0913331667463755	3.0
Stim48hr	frozen_module_decoder	CCDC127	549	-0.4899614996392649	8.568390091296724	4.369510000356092e-05	-1.6491420688657996	3.0
Stim48hr	frozen_module_decoder	CKAP4	733	0.3665327985460445	8.61447747443632	0.0005449159045428323	0.8742534425505317	3.0
Stim48hr	frozen_module_decoder	DAPK3	916	0.0	8.389132521348719	0.00022732439190725184	0.0	3.0
Stim48hr	frozen_module_decoder	EEF2K	1099	-0.34306877201153635	8.623171503394536	6.427255665694534e-05	-1.2632452980804256	3.0
Stim48hr	frozen_module_decoder	FDXR	1282	-0.04052417886954027	8.516228642932042	0.00017727627270319623	-0.24866865819194395	3.0
Stim48hr	frozen_module_decoder	GPR15	1466	0.09670435235751816	8.562906423370684	0.00025537094940880373	0.11633915505058923	3.0
Stim48hr	frozen_module_decoder	IFI44L	1649	0.0	8.389132521348719	0.00022732439190725184	0.0	3.0
Stim48hr	frozen_module_decoder	KMT5B	1832	0.8910821246033394	8.653082037716555	0.0025292419038122262	2.4092968574421825	3.0
Stim48hr	frozen_module_decoder	MARCHF8	2015	0.2749993577024053	8.561731061201929	0.00043649528346397545	0.6523995332540062	3.0
Stim48hr	frozen_module_decoder	MYO1C	2199	0.14618148394475194	8.566880921206156	0.00029505863184032925	0.26079605197681843	3.0
Stim48hr	frozen_module_decoder	NUDT16L1	2382	0.20452875588621294	8.62328910017394	0.0003322234303174603	0.379429688833417	3.0
Stim48hr	frozen_module_decoder	PHF3	2565	0.22049777253841335	8.497956404823068	0.0003950638789775163	0.5526694341408911	3.0
Stim48hr	frozen_module_decoder	PRKCI	2748	0.0	8.389132521348719	0.00022732439190725184	0.0	3.0
Stim48hr	frozen_module_decoder	RDH10	2932	-0.18811935798678925	8.509269720388843	0.00011464985718186232	-0.6844952730004916	3.0
Stim48hr	frozen_module_decoder	SEC23IP	3115	0.0	8.389132521348719	0.00022732439190725184	0.0	3.0
Stim48hr	frozen_module_decoder	SLC66A2	3298	0.0	8.389132521348719	0.00022732439190725184	0.0	3.0
Stim48hr	frozen_module_decoder	STX2	3481	0.0	8.608241693874167	0.00018259468567401375	-0.2191091725254477	3.0
Stim48hr	frozen_module_decoder	TMEM141	3665	0.0	8.389132521348719	0.00022732439190725184	0.0	3.0
Stim48hr	frozen_module_decoder	TSPYL1	3848	0.20831800506466241	8.49056569093979	0.00038371453673664694	0.5235208456029152	3.0
Stim48hr	frozen_module_decoder	VKORC1	4031	-0.18081514482167668	8.537071762568926	0.00011397662242638933	-0.6903846756852374	3.0
Stim48hr	frozen_module_decoder	ZNF148	4214	0.8325583889416968	8.586284602248067	0.002268561303495777	2.3005230859257413	3.0
