cluster,disease,gene_set,odds_ratio,ci_low,ci_high,p_value,p_adj_fdr,cluster_size,in_cluster_in_disease,in_cluster_not_disease,not_cluster_in_disease,not_cluster_not_disease,intersecting_genes,negative_control_disease,culture_condition,significant,intersecting_gene_count,regulators,median_transfer_residual,median_abs_transfer_residual,amplified_fraction,buffered_fraction,median_log_response
31,age-related macular degeneration,downstream_Stim48hr,7.986287428540741,2.5982230938028485,20.800199898723143,0.0002975631428528,0.0050585734284991,100,6.0,94.0,23.0,2883.0,"['OAS3', 'NUDC', 'OAS1', 'CD55', 'IFNAR2', 'VEGFA']",True,Stim48hr,False,6,3,4.817215463669391,4.817215463669391,1.0,0.0,7.160069207596127
59,chronic kidney disease,downstream_Stim8hr,3.4925751432955776,1.2004179934771528,8.365613667502029,0.0115484464890711,0.0245404487892762,100,6.0,94.0,57.0,3121.0,"['CELF1', 'DPP4', 'ASXL1', 'RASGRP1', 'PDE4D', 'CCND1']",True,Stim8hr,False,6,3,3.051114690952135,3.051114690952135,1.0,0.0,5.318119993844216
51,chronic kidney disease,downstream_Rest,4.388633173810078,1.4839903543492752,10.770749095846693,0.0044778727381005,0.0761238365477091,100,6.0,94.0,40.0,2753.0,"['SLC7A5', 'NIBAN1', 'RASGRP1', 'NHERF1', 'SETD7', 'VEGFA']",True,Rest,False,6,16,3.114180490400751,3.114180490400751,0.75,0.0,5.56059286574027
59,chronic kidney disease,downstream_Stim48hr,3.643109530255314,1.24535059708488,8.796922247053423,0.0098459550581627,0.0836906179943831,100,6.0,94.0,50.0,2856.0,"['CALCOCO2', 'DPP4', 'CDC123', 'SOS2', 'PSD4', 'GAB2']",True,Stim48hr,False,6,2,4.38253950462674,4.38253950462674,1.0,0.0,6.041709508886951
94,chronic kidney disease,downstream_Stim48hr,2.944593617765592,0.8967395777041152,7.5724170112277935,0.0368144070906904,0.1251689841083473,100,5.0,95.0,51.0,2855.0,"['DPP4', 'SOD2', 'PDE4D', 'PHTF2', 'GATA3']",True,Stim48hr,False,5,1,0.32614668572893635,0.32614668572893635,0.0,0.0,4.787491742782046
37,age-related macular degeneration,downstream_Rest,5.4927638037121564,1.344850163004222,16.723328067252655,0.0097219620397754,0.1652733546761819,100,4.0,96.0,21.0,2772.0,"['CASP6', 'CNN2', 'TNFRSF10A', 'RASGRP1']",True,Rest,False,4,1,4.201387475341758,4.201387475341758,1.0,0.0,5.5093883366279774
27,age-related macular degeneration,downstream_Rest,5.4927638037121564,1.344850163004222,16.723328067252655,0.0097219620397754,0.1652733546761819,100,4.0,96.0,21.0,2772.0,"['HSPH1', 'NUDC', 'SORL1', 'MAP3K1']",True,Rest,False,4,86,3.9388431324009856,3.9388431324009856,0.8488372093023255,0.0,5.806638729448466
8,chronic kidney disease,downstream_Stim48hr,2.28593834715394,0.588503130556059,6.404237792485142,0.1139327269553402,0.1663555926434118,100,4.0,96.0,52.0,2854.0,"['MOB3A', 'SEC61A1', 'MYH9', 'TET2']",True,Stim48hr,False,4,3,4.120603715890791,4.120603715890791,0.6666666666666666,0.0,6.139884552226255
59,coronary artery disease,downstream_Stim48hr,1.5529929287684618,0.7086515619368987,3.053346655208283,0.1373634243315296,0.1945981844696669,100,10.0,90.0,194.0,2712.0,"['CCNL1', 'CALCOCO2', 'CAPN2', 'PSMG1', 'CDC123', 'NPEPPS', 'SOS2', 'ODC1', 'DUSP6', 'NCALD']",True,Stim48hr,False,10,2,4.38253950462674,4.38253950462674,1.0,0.0,6.041709508886951
30,coronary artery disease,downstream_Rest,1.6195232356987717,0.767478547468452,3.1049712840123687,0.1032364420463158,0.2026479033896615,100,11.0,89.0,198.0,2595.0,"['MAD1L1', 'CAPN2', 'DOCK9', 'KCNK5', 'KLF2', 'MCUB', 'PLCG1', 'MRC2', 'PPP1R16B', 'ZEB2', 'SAMD3']",True,Rest,False,11,49,3.8718917246336155,3.8718917246336155,0.9183673469387755,0.0,5.3981627015177525
80,coronary artery disease,downstream_Stim48hr,1.7369827845308825,0.8228588208659385,3.3316476819404675,0.073356406785598,0.2078431525591944,100,11.0,89.0,193.0,2713.0,"['CTSH', 'TMCC2', 'DOCK9', 'DSTYK', 'SLC5A3', 'CSF2', 'ZFP36L2', 'OSM', 'PLCG1', 'TSPAN2', 'AFAP1L2']",True,Stim48hr,False,11,1,3.3364532196898584,3.3364532196898584,1.0,0.0,4.672828834461906
100,chronic kidney disease,downstream_Stim48hr,2.944593617765592,0.8967395777041152,7.5724170112277935,0.0368144070906904,0.2086149735139122,100,5.0,95.0,51.0,2855.0,"['SLC7A5', 'ETFB', 'NIBAN1', 'DSTYK', 'TMEM154']",True,Stim48hr,False,5,5,2.5429456305391476,2.5429456305391476,0.6,0.0,5.19295685089021
38,chronic kidney disease,downstream_Rest,1.9773045512753644,0.3857214999591298,6.3511386442605415,0.2112252649704356,0.2416643092638745,100,3.0,97.0,43.0,2750.0,"['MAML3', 'PAK1', 'MAP3K1']",True,Rest,False,3,1,3.1139254842307906,3.1139254842307906,1.0,0.0,4.812184355372417
38,age-related macular degeneration,downstream_Rest,2.456685368701544,0.2769424869009255,10.177189121983076,0.2132332140563599,0.2416643092638745,100,2.0,98.0,23.0,2770.0,"['FYB1', 'MAP3K1']",True,Rest,False,2,1,3.1139254842307906,3.1139254842307906,1.0,0.0,4.812184355372417
59,age-related macular degeneration,downstream_Stim48hr,2.175303197123102,0.2472574667230525,8.865619589936516,0.2508865975712567,0.284338143914091,100,2.0,98.0,27.0,2879.0,"['HSPH1', 'NUDC']",True,Stim48hr,False,2,2,4.38253950462674,4.38253950462674,1.0,0.0,6.041709508886951
10,coronary artery disease,downstream_Rest,1.4481380386913412,0.6610201983851856,2.845972587613541,0.1820826552987848,0.3387731087516972,100,10.0,90.0,199.0,2594.0,"['PHTF1', 'SETD1B', 'ARL4C', 'BCAP29', 'DYRK2', 'KLF2', 'MAP3K1', 'DNAJC5', 'SPPL2A', 'SAMD3']",True,Rest,False,10,13,5.313718363061243,5.313718363061243,1.0,0.0,7.48605261786314
88,coronary artery disease,downstream_Stim48hr,1.3748132585791464,0.5998906830130912,2.782429129663285,0.2351864908767911,0.3459276958571765,100,9.0,91.0,195.0,2711.0,"['CDKN1A', 'MCL1', 'OSM', 'HOPX', 'FADS2', 'ACSS2', 'KDM4B', 'CXCR4', 'PSMG1']",True,Stim48hr,False,9,1,3.678162871831066,3.678162871831066,1.0,0.0,5.389071729816501
59,coronary artery disease,downstream_Stim8hr,1.2384903870245123,0.5417577588386395,2.4982434677740266,0.3258204652173432,0.3461842442934271,100,9.0,91.0,235.0,2943.0,"['CAPN2', 'PAFAH1B1', 'ASXL1', 'RASGRP1', 'FOSL2', 'NPEPPS', 'CXCR4', 'NFS1', 'NCALD']",True,Stim8hr,False,9,3,3.051114690952135,3.051114690952135,1.0,0.0,5.318119993844216
79,chronic kidney disease,downstream_Stim8hr,1.6069271918125054,0.3168063302721522,5.068396765593238,0.3015453096006922,0.3943284817855206,100,3.0,97.0,60.0,3118.0,"['SH2B3', 'TET2', 'APOL2']",True,Stim8hr,False,3,3,4.142877643313533,4.142877643313533,1.0,0.0,6.340359303727752
79,coronary artery disease,downstream_Stim8hr,1.2384903870245123,0.5417577588386395,2.4982434677740266,0.3258204652173432,0.3956391363353453,100,9.0,91.0,235.0,2943.0,"['SH2B3', 'TRIB2', 'TNIP2', 'TET2', 'HOPX', 'LRBA', 'CXCL8', 'ZC3H12D', 'AEBP2']",True,Stim8hr,False,9,3,4.142877643313533,4.142877643313533,1.0,0.0,6.340359303727752
8,coronary artery disease,downstream_Stim48hr,1.202227632361133,0.496743125929432,2.5183093551189457,0.3675503440621187,0.4165570566037345,100,8.0,92.0,196.0,2710.0,"['HYOU1', 'CPNE1', 'RELB', 'TET2', 'CDKN1A', 'FOSL2', 'CXCR4', 'PSMG1']",True,Stim48hr,False,8,3,4.120603715890791,4.120603715890791,0.6666666666666666,0.0,6.139884552226255
78,age-related macular degeneration,downstream_Stim8hr,2.858404753592299,0.5522560976465712,9.336727022058543,0.1015639678448162,0.4225230012083715,100,3.0,97.0,34.0,3144.0,"['TNFRSF10A', 'IFNAR2', 'MAP3K1']",True,Stim8hr,False,3,1,4.6377300890224475,4.6377300890224475,1.0,0.0,6.38856140554563
78,coronary artery disease,downstream_Stim8hr,1.5619296460344028,0.7419895371679411,2.985215743365437,0.1211444421414353,0.4225230012083715,100,11.0,89.0,233.0,2945.0,"['ITGA2', 'FHL3', 'ETFB', 'TMEM106B', 'CCDC71L', 'MAP3K1', 'ADH5', 'MFGE8', 'HOPX', 'NCOR2', 'DMWD']",True,Stim8hr,False,11,1,4.6377300890224475,4.6377300890224475,1.0,0.0,6.38856140554563
78,chronic kidney disease,downstream_Stim8hr,2.201918972190352,0.5692773966135125,6.127130535823872,0.1242714709436386,0.4225230012083715,100,4.0,96.0,59.0,3119.0,"['ETFB', 'ZBTB7B', 'CCDC71L', 'MAP3K1']",True,Stim8hr,False,4,1,4.6377300890224475,4.6377300890224475,1.0,0.0,6.38856140554563
21,age-related macular degeneration,downstream_Stim8hr,3.967737672168669,1.0013478689941764,11.48208869961968,0.024895902685952,0.423230345661184,100,4.0,96.0,33.0,3145.0,"['OAS3', 'EIF4E3', 'RASGRP1', 'NUDC']",True,Stim8hr,False,4,53,4.043682962339548,4.043682962339548,0.9433962264150944,0.0,6.20455776256869
38,coronary artery disease,downstream_Rest,1.1213033080172758,0.463439839044796,2.3478746287589574,0.4362811774762614,0.4362811774762614,100,8.0,92.0,201.0,2592.0,"['CTSH', 'ATP1B1', 'MAP3K1', 'PREX1', 'CUX1', 'FKBP5', 'DARS1', 'MAML3']",True,Rest,False,8,1,3.1139254842307906,3.1139254842307906,1.0,0.0,4.812184355372417
35,chronic kidney disease,downstream_Stim48hr,1.6644948032536124,0.3269842567560705,5.28219352686283,0.2851800989792352,0.4407328802406363,100,3.0,97.0,53.0,2853.0,"['MAP3K21', 'CAMK1D', 'HMG20A']",True,Stim48hr,False,3,3,3.6271670473888094,3.6271670473888094,1.0,0.0,4.74493212836325
38,age-related macular degeneration,downstream_Stim8hr,1.8322027651173127,0.2105611103473289,7.308903456651946,0.3123899709289001,0.4425524588159417,100,2.0,98.0,35.0,3143.0,"['MCUB', 'CD55']",True,Stim8hr,False,2,2,3.448720421512807,3.448720421512807,1.0,0.0,5.0682511118228
38,chronic kidney disease,downstream_Stim8hr,1.6069271918125054,0.3168063302721522,5.068396765593238,0.3015453096006922,0.4425524588159417,100,3.0,97.0,60.0,3118.0,"['PIK3CG', 'NIBAN1', 'CCND2']",True,Stim8hr,False,3,2,3.448720421512807,3.448720421512807,1.0,0.0,5.0682511118228
85,coronary artery disease,downstream_Stim48hr,1.7369827845308825,0.8228588208659385,3.3316476819404675,0.073356406785598,0.4460124130687477,100,11.0,89.0,193.0,2713.0,"['ITGA2', 'ARL4C', 'SMAD3', 'TANK', 'IGF2R', 'MAN2A2', 'UHRF1', 'HMBS', 'PIK3CG', 'DYNC2LI1', 'ODC1']",True,Stim48hr,False,11,5,3.363457352374282,3.363457352374282,1.0,0.0,5.3612921657094255
50,age-related macular degeneration,downstream_Rest,3.892017911277872,0.7335067955633108,13.28709001713917,0.0531320464578109,0.451622394891393,100,3.0,97.0,22.0,2771.0,"['CNN2', 'CD46', 'CD55']",True,Rest,False,3,5,2.313121060865492,2.313121060865492,0.2,0.0,4.700480365792417
51,age-related macular degeneration,downstream_Rest,3.892017911277872,0.7335067955633108,13.28709001713917,0.0531320464578109,0.451622394891393,100,3.0,97.0,22.0,2771.0,"['CNN2', 'RASGRP1', 'VEGFA']",True,Rest,False,3,16,3.114180490400751,3.114180490400751,0.75,0.0,5.56059286574027
90,age-related macular degeneration,downstream_Rest,2.456685368701544,0.2769424869009255,10.177189121983076,0.2132332140563599,0.4531205798697648,100,2.0,98.0,23.0,2770.0,"['CD46', 'MCUB']",True,Rest,False,2,1,3.613501217177368,3.613501217177368,1.0,0.0,5.497168225293202
25,chronic kidney disease,downstream_Rest,1.9773045512753644,0.3857214999591298,6.3511386442605415,0.2112252649704356,0.4870290341811904,100,3.0,97.0,43.0,2750.0,"['PDE4D', 'ZMIZ1', 'APOL2']",True,Rest,False,3,7,3.167748049770774,3.167748049770774,1.0,0.0,5.4680601411351315
25,coronary artery disease,downstream_Rest,1.4481380386913412,0.6610201983851856,2.845972587613541,0.1820826552987848,0.4870290341811904,100,10.0,90.0,199.0,2594.0,"['ATP2B1', 'ARL4C', 'TXNDC17', 'CABIN1', 'SGF29', 'TRIM5', 'RNF213', 'ZDHHC18', 'FURIN', 'RGS19']",True,Rest,False,10,7,3.167748049770774,3.167748049770774,1.0,0.0,5.4680601411351315
30,chronic kidney disease,downstream_Rest,1.2749267750548725,0.1476329005388033,5.012029863848084,0.4766834523459839,0.5070128741931421,100,2.0,98.0,44.0,2749.0,"['ZEB2', 'ZC3H12C']",True,Rest,False,2,49,3.8718917246336155,3.8718917246336155,0.9183673469387755,0.0,5.3981627015177525
61,chronic kidney disease,downstream_Stim8hr,1.6069271918125054,0.3168063302721522,5.068396765593238,0.3015453096006922,0.5126270263211767,100,3.0,97.0,60.0,3118.0,"['ZBTB7B', 'APRT', 'PEAK1']",True,Stim8hr,False,3,11,4.249125344287761,4.249125344287761,0.8181818181818182,0.0,5.976350909297934
69,coronary artery disease,downstream_Stim8hr,1.5619296460344028,0.7419895371679411,2.985215743365437,0.1211444421414353,0.5148638791011001,100,11.0,89.0,233.0,2945.0,"['MAD2L1', 'FER', 'SREBF1', 'TNIP2', 'ITPR1', 'OSM', 'EHBP1L1', 'TARS2', 'BAG2', 'PDGFA', 'CXCR4']",True,Stim8hr,False,11,1,4.412736644157345,4.412736644157345,1.0,0.0,6.077642243349034
100,coronary artery disease,downstream_Stim48hr,1.202227632361133,0.496743125929432,2.5183093551189457,0.3675503440621187,0.5182955519436788,100,8.0,92.0,196.0,2710.0,"['TBL1X', 'AFAP1', 'ETFB', 'DSTYK', 'EHBP1L1', 'FADS2', 'GALNT2', 'PSMG1']",True,Stim48hr,False,8,5,2.5429456305391476,2.5429456305391476,0.6,0.0,5.19295685089021
94,coronary artery disease,downstream_Stim48hr,1.202227632361133,0.496743125929432,2.5183093551189457,0.3675503440621187,0.5206963207546682,100,8.0,92.0,196.0,2710.0,"['DUSP6', 'DYRK2', 'CSF2', 'MCL1', 'OSM', 'CXCL8', 'SUPT4H1', 'MYO9B']",True,Stim48hr,False,8,1,0.32614668572893635,0.32614668572893635,0.0,0.0,4.787491742782046
27,chronic kidney disease,downstream_Rest,1.9773045512753644,0.3857214999591298,6.3511386442605415,0.2112252649704356,0.5273984592302683,100,3.0,97.0,43.0,2750.0,"['RBL2', 'CDC123', 'MAP3K1']",True,Rest,False,3,86,3.9388431324009856,3.9388431324009856,0.8488372093023255,0.0,5.806638729448466
35,coronary artery disease,downstream_Stim8hr,1.2384903870245123,0.5417577588386395,2.4982434677740266,0.3258204652173432,0.5315836820135443,100,9.0,91.0,235.0,2943.0,"['HAUS6', 'CTSH', 'HMBS', 'TET2', 'BMAL1', 'HPCAL1', 'SF3A2', 'ARHGEF12', 'RAI1']",True,Stim8hr,False,9,23,3.6721456698088533,3.6721456698088533,0.8695652173913043,0.0,5.497168225293202
35,chronic kidney disease,downstream_Stim8hr,1.6069271918125054,0.3168063302721522,5.068396765593238,0.3015453096006922,0.5315836820135443,100,3.0,97.0,60.0,3118.0,"['MAP3K21', 'TET2', 'MYO19']",True,Stim8hr,False,3,23,3.6721456698088533,3.6721456698088533,0.8695652173913043,0.0,5.497168225293202
2,coronary artery disease,downstream_Stim8hr,1.9058199813669108,0.960905451941322,3.498475229663977,0.0323178647825891,0.549403701304015,100,13.0,87.0,231.0,2947.0,"['MMAB', 'NUDT5', 'PTPN22', 'TXNDC17', 'NDUFAF6', 'NME7', 'SCNM1', 'DDX56', 'HNRNPUL1', 'DHODH', 'INO80', 'TAB1', 'HSD17B6']",True,Stim8hr,False,13,4,4.554798971600086,4.554798971600086,1.0,0.0,6.289093886978392
54,age-related macular degeneration,downstream_Stim8hr,1.8322027651173127,0.2105611103473289,7.308903456651946,0.3123899709289001,0.5688263755584917,100,2.0,98.0,35.0,3143.0,"['FTH1', 'GTF2A2']",True,Stim8hr,False,2,25,4.227236443071029,4.227236443071029,0.88,0.0,5.793013608384144
38,coronary artery disease,downstream_Stim8hr,1.0839812936283804,0.4489370969545186,2.2634199708726817,0.470451112372145,0.5712620650233189,100,8.0,92.0,236.0,2942.0,"['PIK3CG', 'ATF7IP', 'CCND2', 'MCUB', 'TTYH3', 'FKBP5', 'NR3C1', 'IL23A']",True,Stim8hr,False,8,2,3.448720421512807,3.448720421512807,1.0,0.0,5.0682511118228
96,coronary artery disease,downstream_Stim8hr,1.0839812936283804,0.4489370969545186,2.2634199708726817,0.470451112372145,0.5712620650233189,100,8.0,92.0,236.0,2942.0,"['AGO2', 'PTPN22', 'RBMX', 'AKAP13', 'TRIB1', 'ZEB2', 'PSMG1', 'CCT6A']",True,Stim8hr,False,8,39,3.4146908488410515,3.4146908488410515,0.8717948717948718,0.0,5.37989735354046
42,coronary artery disease,downstream_Rest,1.6195232356987717,0.767478547468452,3.1049712840123687,0.1032364420463158,0.5850065049291232,100,11.0,89.0,198.0,2595.0,"['STAT6', 'MACROD1', 'TANK', 'KANSL1', 'PLCG2', 'CCND2', 'MCUB', 'ARHGAP10', 'SUPT4H1', 'GALNT2', 'VCL']",True,Rest,False,11,5,3.7296387267620412,3.7296387267620412,0.8,0.0,4.727387818712341
30,age-related macular degeneration,downstream_Rest,1.1653378752139971,0.0280597380746524,7.296733450479892,0.5865330745344579,0.5865330745344579,100,1.0,99.0,24.0,2769.0,['MCUB'],True,Rest,False,1,49,3.8718917246336155,3.8718917246336155,0.9183673469387755,0.0,5.3981627015177525
19,coronary artery disease,downstream_Stim48hr,1.3748132585791464,0.5998906830130912,2.782429129663285,0.2351864908767911,0.5909196231837262,100,9.0,91.0,195.0,2711.0,"['ATP2B1', 'MAP2K3', 'SMAD3', 'RELB', 'ADORA2A', 'ZFP36L2', 'SUPT4H1', 'ODC1', 'PPARG']",True,Stim48hr,False,9,1,2.453729163199111,2.453729163199111,0.0,0.0,4.454347296253507
35,coronary artery disease,downstream_Stim48hr,1.0350297302671103,0.3994869754492604,2.2603408418801654,0.5241819873707757,0.5940729190202125,100,7.0,93.0,197.0,2709.0,"['CTSH', 'FKBP5', 'CAMK1D', 'DNMT3A', 'FADS2', 'GALNT2', 'FADS1']",True,Stim48hr,False,7,3,3.6271670473888094,3.6271670473888094,1.0,0.0,4.74493212836325
41,chronic kidney disease,downstream_Rest,2.727659818859874,0.6963898182451166,7.7454679615557405,0.0724791190354823,0.6160725118016002,100,4.0,96.0,42.0,2751.0,"['SEC61A1', 'NHERF1', 'ACTN4', 'RASGRP1']",True,Rest,False,4,11,3.527990445206112,3.527990445206112,1.0,0.0,5.017279836814924
34,coronary artery disease,downstream_Stim8hr,1.0839812936283804,0.4489370969545186,2.2634199708726817,0.470451112372145,0.6212313572573169,100,8.0,92.0,236.0,2942.0,"['AGO2', 'RHOF', 'CPNE1', 'FADS2', 'ODC1', 'AEBP2', 'CBX5', 'H3-3B']",True,Stim8hr,False,8,4,3.7115031614835323,3.7115031614835323,0.75,0.0,6.16187894931411
34,chronic kidney disease,downstream_Stim8hr,1.6069271918125054,0.3168063302721522,5.068396765593238,0.3015453096006922,0.6212313572573169,100,3.0,97.0,60.0,3118.0,"['PPIF', 'MYH9', 'IDI1']",True,Stim8hr,False,3,4,3.7115031614835323,3.7115031614835323,0.75,0.0,6.16187894931411
10,age-related macular degeneration,downstream_Rest,1.1653378752139971,0.0280597380746524,7.296733450479892,0.5865330745344579,0.6231913916928615,100,1.0,99.0,24.0,2769.0,['MAP3K1'],True,Rest,False,1,13,5.313718363061243,5.313718363061243,1.0,0.0,7.48605261786314
89,chronic kidney disease,downstream_Rest,1.2749267750548725,0.1476329005388033,5.012029863848084,0.4766834523459839,0.623355283837056,100,2.0,98.0,44.0,2749.0,"['PKD2', 'APOL2']",True,Rest,False,2,3,2.6110849381855195,2.6110849381855195,0.6666666666666666,0.0,4.927253685157205
82,age-related macular degeneration,downstream_Stim8hr,1.5795861193081355,0.0382563047196773,9.743473264303804,0.4793421348923844,0.6268320225515797,57,1.0,56.0,36.0,3185.0,['NLRC5'],True,Stim8hr,False,1,1,2.923560436910023,2.923560436910023,1.0,0.0,4.74493212836325
39,chronic kidney disease,downstream_Stim48hr,1.6644948032536124,0.3269842567560705,5.28219352686283,0.2851800989792352,0.6299543627202814,100,3.0,97.0,53.0,2853.0,"['RBL2', 'ARHGDIA', 'CERS2']",True,Stim48hr,False,3,2,4.21605871817626,4.21605871817626,1.0,0.0,5.695039817485691
39,age-related macular degeneration,downstream_Stim48hr,2.175303197123102,0.2472574667230525,8.865619589936516,0.2508865975712567,0.6299543627202814,100,2.0,98.0,27.0,2879.0,"['MYOM1', 'FYB1']",True,Stim48hr,False,2,2,4.21605871817626,4.21605871817626,1.0,0.0,5.695039817485691
82,chronic kidney disease,downstream_Stim48hr,1.077825557399584,0.1255053022552586,4.192417811766614,0.562146511895432,0.6370993801481563,100,2.0,98.0,54.0,2852.0,"['PHTF2', 'GATA3']",True,Stim48hr,False,2,1,4.4854727914961785,4.4854727914961785,1.0,0.0,6.135564891081739
111,chronic kidney disease,downstream_Stim48hr,1.077825557399584,0.1255053022552586,4.192417811766614,0.562146511895432,0.6370993801481563,100,2.0,98.0,54.0,2852.0,"['SLC7A5', 'CDC123']",True,Stim48hr,False,2,7,3.762239711810218,3.762239711810218,0.8571428571428571,0.0,5.648974238161206
96,chronic kidney disease,downstream_Stim8hr,1.0428100916845988,0.1217748707882049,4.03432329649542,0.578932309734195,0.656123284365421,100,2.0,98.0,61.0,3117.0,"['ZEB2', 'PTPN22']",True,Stim8hr,False,2,39,3.4146908488410515,3.4146908488410515,0.8717948717948718,0.0,5.37989735354046
19,chronic kidney disease,downstream_Stim8hr,1.0428100916845988,0.1217748707882049,4.03432329649542,0.578932309734195,0.6587593975441884,100,2.0,98.0,61.0,3117.0,"['L2HGDH', 'DPP4']",True,Stim8hr,False,2,2,2.9529562880203217,2.9529562880203217,1.0,0.0,4.807902740042174
19,coronary artery disease,downstream_Stim8hr,0.9340509538044556,0.3613014333857979,2.033644511339173,0.6248917870890556,0.6639475237821215,100,7.0,93.0,237.0,2941.0,"['TBL1X', 'CYTH1', 'PPP1CB', 'SMAD3', 'SREBF1', 'LTBP3', 'ZFP36L2']",True,Stim8hr,False,7,2,2.9529562880203217,2.9529562880203217,1.0,0.0,4.807902740042174
80,age-related macular degeneration,downstream_Stim48hr,1.0382263520319417,0.0251398896207601,6.414269990983109,0.6268694406040285,0.6660487806417803,100,1.0,99.0,28.0,2878.0,['KMT2E'],True,Stim48hr,False,1,1,3.3364532196898584,3.3364532196898584,1.0,0.0,4.672828834461906
80,chronic kidney disease,downstream_Stim48hr,1.077825557399584,0.1255053022552586,4.192417811766614,0.562146511895432,0.6660487806417803,100,2.0,98.0,54.0,2852.0,"['DSTYK', 'PHTF2']",True,Stim48hr,False,2,1,3.3364532196898584,3.3364532196898584,1.0,0.0,4.672828834461906
111,age-related macular degeneration,downstream_Stim48hr,1.0382263520319417,0.0251398896207601,6.414269990983109,0.6268694406040285,0.6660487806417803,100,1.0,99.0,28.0,2878.0,['NUDC'],True,Stim48hr,False,1,7,3.762239711810218,3.762239711810218,0.8571428571428571,0.0,5.648974238161206
89,coronary artery disease,downstream_Rest,0.965464566722228,0.3727369623059615,2.1076331515776454,0.5928233049240756,0.6718664122472857,100,7.0,93.0,202.0,2591.0,"['MAD2L1', 'IRF1', 'SORT1', 'AGPAT4', 'VAMP5', 'FEN1', 'CD109']",True,Rest,False,7,3,2.6110849381855195,2.6110849381855195,0.6666666666666666,0.0,4.927253685157205
32,chronic kidney disease,downstream_Stim48hr,1.6644948032536124,0.3269842567560705,5.28219352686283,0.2851800989792352,0.6784244919274782,100,3.0,97.0,53.0,2853.0,"['SLC7A5', 'ASCC3', 'VEGFA']",True,Stim48hr,False,3,1,2.8625790421674675,2.8625790421674675,1.0,0.0,4.941642422609304
32,age-related macular degeneration,downstream_Stim48hr,3.4233376956710964,0.6521362528862658,11.464290916047144,0.0698820055450596,0.6784244919274782,100,3.0,97.0,26.0,2880.0,"['OAS3', 'OAS1', 'VEGFA']",True,Stim48hr,False,3,1,2.8625790421674675,2.8625790421674675,1.0,0.0,4.941642422609304
32,coronary artery disease,downstream_Stim48hr,1.202227632361133,0.496743125929432,2.5183093551189457,0.3675503440621187,0.6784244919274782,100,8.0,92.0,196.0,2710.0,"['PSPH', 'OAS2', 'PREX1', 'AAGAB', 'OAS1', 'MTHFD1L', 'CHAC1', 'VEGFA']",True,Stim48hr,False,8,1,2.8625790421674675,2.8625790421674675,1.0,0.0,4.941642422609304
44,chronic kidney disease,downstream_Stim8hr,2.201918972190352,0.5692773966135125,6.127130535823872,0.1242714709436386,0.6798732726769691,100,4.0,96.0,59.0,3119.0,"['SH2B3', 'ZBTB7B', 'CCDC71L', 'MAP3K1']",True,Stim8hr,False,4,7,4.1195665047614565,4.1195665047614565,0.8571428571428571,0.0,5.638354669333745
44,age-related macular degeneration,downstream_Stim8hr,1.8322027651173127,0.2105611103473289,7.308903456651946,0.3123899709289001,0.6798732726769691,100,2.0,98.0,35.0,3143.0,"['DPF3', 'MAP3K1']",True,Stim8hr,False,2,7,4.1195665047614565,4.1195665047614565,0.8571428571428571,0.0,5.638354669333745
85,chronic kidney disease,downstream_Stim48hr,1.077825557399584,0.1255053022552586,4.192417811766614,0.562146511895432,0.6826064787301674,100,2.0,98.0,54.0,2852.0,"['PIK3CG', 'DPP4']",True,Stim48hr,False,2,5,3.363457352374282,3.363457352374282,1.0,0.0,5.3612921657094255
111,coronary artery disease,downstream_Stim48hr,0.8730225187086947,0.3085671227648485,2.007777947445601,0.6837675156354472,0.6837675156354472,100,6.0,94.0,198.0,2708.0,"['ACTR2', 'CDC123', 'SNRPC', 'CXCR4', 'PSMG1', 'CCT6A']",True,Stim48hr,False,6,7,3.762239711810218,3.762239711810218,0.8571428571428571,0.0,5.648974238161206
59,age-related macular degeneration,downstream_Stim8hr,0.8816257155068605,0.0215096979264015,5.350493293209569,0.6842340380968435,0.6842340380968435,100,1.0,99.0,36.0,3142.0,['RASGRP1'],True,Stim8hr,False,1,3,3.051114690952135,3.051114690952135,1.0,0.0,5.318119993844216
35,age-related macular degeneration,downstream_Stim8hr,0.8816257155068605,0.0215096979264015,5.350493293209569,0.6842340380968435,0.6842340380968435,100,1.0,99.0,36.0,3142.0,['TGFBR1'],True,Stim8hr,False,1,23,3.6721456698088533,3.6721456698088533,0.8695652173913043,0.0,5.497168225293202
19,age-related macular degeneration,downstream_Stim8hr,0.8816257155068605,0.0215096979264015,5.350493293209569,0.6842340380968435,0.6842340380968435,100,1.0,99.0,36.0,3142.0,['SNRNP200'],True,Stim8hr,False,1,2,2.9529562880203217,2.9529562880203217,1.0,0.0,4.807902740042174
38,age-related macular degeneration,downstream_Stim48hr,3.4233376956710964,0.6521362528862658,11.464290916047144,0.0698820055450596,0.688912008859786,100,3.0,97.0,26.0,2880.0,"['HSPH1', 'DPF3', 'CD55']",True,Stim48hr,False,3,2,4.514618461687362,4.514618461687362,1.0,0.0,6.081036867475925
31,chronic kidney disease,downstream_Stim48hr,1.077825557399584,0.1255053022552586,4.192417811766614,0.562146511895432,0.6890745033026647,100,2.0,98.0,54.0,2852.0,"['SLC7A5', 'VEGFA']",True,Stim48hr,False,2,3,4.817215463669391,4.817215463669391,1.0,0.0,7.160069207596127
